Labels,TimeSlice,EventId,param0,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12
0,5381996,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5381996,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5381997,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5381997,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5381997,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5381998,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5381998,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5381999,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5381999,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5381999,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382001,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382001,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382001,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382001,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382001,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382001,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382005,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382005,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382005,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382005,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382005,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382006,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382006,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382006,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382008,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382008,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382008,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382008,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382008,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,15.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382009,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382010,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382010,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382010,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382012,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382012,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382014,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382014,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382014,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382015,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382015,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382015,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382015,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382015,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382016,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382017,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382017,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382017,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382019,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382019,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382019,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382019,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382019,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382022,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382022,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382023,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382023,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382023,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382024,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382024,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382024,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,15.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382024,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382026,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382026,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382026,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382026,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382026,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382028,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382028,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382028,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382029,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382029,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382031,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382032,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382033,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382033,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382033,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382033,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382033,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382035,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382035,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382035,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382037,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382037,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382037,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382037,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382037,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,15.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382039,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382040,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382040,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382042,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382042,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382042,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382044,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382044,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382044,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382044,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382044,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382045,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382045,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382045,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382046,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382046,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382046,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382046,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382047,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382047,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382051,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382051,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382051,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382051,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382051,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382053,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382053,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382053,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382054,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382054,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382055,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382055,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382055,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382058,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382058,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382061,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382061,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382062,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382062,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382062,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382064,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382064,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382064,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382065,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382065,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382068,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382068,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,15.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382069,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382071,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382071,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382071,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382072,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382072,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382073,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382073,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382073,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382075,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382075,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382076,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382079,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382079,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382080,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382080,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382080,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382082,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382082,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382082,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382083,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382083,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,15.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,13.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382084,13,12.0,2.0,17.0,0,0,0,0,0,0,0,0,0,0
0,5382086,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382086,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382089,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382089,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382089,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382090,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382090,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382091,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382091,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382091,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382091,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382093,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382093,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382097,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382097,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382098,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382098,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382098,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382099,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382100,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382100,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382100,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382100,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382100,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382104,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382104,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,13.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382106,13,12.0,2.0,14.0,0,0,0,0,0,0,0,0,0,0
0,5382107,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382107,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
0,5382107,2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
0,5382107,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
0,5382107,1,7.0,8.0,9.0,10.0,11.0,0,0,0,0,0,0,0,0
0,5382109,2,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
0,5382109,2,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
